seed,SHAP_vs_LIME,SHAP_vs_IEI,LIME_vs_IEI
42,0.8166666666666667,0.9500000000000001,0.6333333333333333
43,0.7999999999999999,0.9333333333333332,0.6333333333333333
44,0.7333333333333334,0.9833333333333333,0.6333333333333333
45,0.7166666666666667,0.9666666666666667,0.6333333333333333
46,0.7166666666666667,0.9166666666666666,0.5833333333333334
