seed,shap_fidelity,lime_fidelity,iei_fidelity,shap_identity,lime_identity,iei_identity,shap_separability,lime_separability,iei_separability,shap_time_s,lime_time_s,iei_time_s,n_dup_pairs,n_sep_pairs
42,1.0,0.931,,1.0,0.010977878163821165,1.0,0.0006102212051868803,0.005339435545385202,0.003203661327231121,0.312118,0.008159,0.000624,60212,6555
43,1.0,0.947,,1.0,0.014827830697617067,1.0,0.0004201680672268908,0.004341736694677871,0.004201680672268907,0.169139,0.007723,0.000359,64878,7140
44,1.0,0.939,,1.0,0.013518192355748242,1.0,0.0009315323707498836,0.0032603632976245926,0.009004812917248875,0.320943,0.008016,0.000264,66429,6441
45,1.0,0.93,,1.0,0.010975702066459769,1.0,0.0006210215804999224,0.005123428039124359,0.002173575531749728,0.319694,0.008247,0.000295,66055,6441
46,1.0,0.927,,1.0,0.013552875835735523,1.0,0.0008494733265375467,0.003567787971457696,0.0050968399592252805,0.333357,0.008138,0.000252,66259,5886
